yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Re-Export,Bahrain,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",173458.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2016,2016.0,Re-Export,Bahrain,Iraq,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",13.0,,26.1551249,50.5344606,33.0955793,44.1749775
2016,2016.0,Re-Export,Bahrain,Kuwait,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2744.0,,26.1551249,50.5344606,29.2733964,47.4979476
2016,2016.0,Re-Export,Bahrain,Pakistan,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",98.0,,26.1551249,50.5344606,30.3308401,71.247499
2016,2016.0,Re-Export,Bahrain,Panama,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",59.0,,26.1551249,50.5344606,8.559559,-81.1308434
2016,2016.0,Re-Export,Bahrain,Qatar,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",371.0,,26.1551249,50.5344606,25.3336984,51.2295295
2016,2016.0,Re-Export,Bahrain,Saudi Arabia,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",157825.0,,26.1551249,50.5344606,25.6242618,42.3528328
2016,2016.0,Re-Export,Bahrain,United Arab Emirates,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",12345.0,,26.1551249,50.5344606,24.0002488,53.9994829
