yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
1994,1994,Re-Export,Cyprus,62,"Articles of apparel, accessories, not knit or crochet",Eastern Asia,Asia,13718
1994,1994,Re-Export,Cyprus,62,"Articles of apparel, accessories, not knit or crochet",Eastern Europe,Europe,704714
1994,1994,Re-Export,Cyprus,62,"Articles of apparel, accessories, not knit or crochet",Latin America and the Caribbean,Americas,41929
1994,1994,Re-Export,Cyprus,62,"Articles of apparel, accessories, not knit or crochet",Northern Africa,Africa,93842
1994,1994,Re-Export,Cyprus,62,"Articles of apparel, accessories, not knit or crochet",Northern America,Americas,52910
1994,1994,Re-Export,Cyprus,62,"Articles of apparel, accessories, not knit or crochet",Northern Europe,Europe,539241
1994,1994,Re-Export,Cyprus,62,"Articles of apparel, accessories, not knit or crochet",Southern Europe,Europe,665675
1994,1994,Re-Export,Cyprus,62,"Articles of apparel, accessories, not knit or crochet",Western Asia,Asia,20309
1994,1994,Re-Export,Cyprus,62,"Articles of apparel, accessories, not knit or crochet",Western Europe,Europe,883709
1994,1994,Re-Export,Cyprus,62,"Articles of apparel, accessories, not knit or crochet",World,World,3918738
