yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,623198,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2013,2013,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,10272373,30.3308401,71.247499,37.977378106878206,73.97804075806764
2013,2013,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,126450,30.3308401,71.247499,51.67568633314729,27.673469819741847
2013,2013,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,63708,30.3308401,71.247499,17.925141963241547,-78.01492950057497
2013,2013,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,478,30.3308401,71.247499,19.569604022535763,12.47761721199581
2013,2013,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,4434869,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2013,2013,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,8808936,30.3308401,71.247499,59.36075159783851,25.01346951967388
2013,2013,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,5296183,30.3308401,71.247499,10.528384761701911,103.08333472012376
2013,2013,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,45486,30.3308401,71.247499,25.499703063807168,75.5024015339642
2013,2013,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1678623,30.3308401,71.247499,40.12399607988535,20.742583178432696
2013,2013,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,30753,30.3308401,71.247499,6.06272746187266,22.727528470146083
2013,2013,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,533743,30.3308401,71.247499,26.42921218083572,52.86847103284948
2013,2013,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,5488020,30.3308401,71.247499,47.92172048214207,7.866753258497997
2013,2013,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,40981219,30.3308401,71.247499,,
