yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Re-Export,Bahrain,World,25.0,Salt; sulfur; earths and stone; plastering materials,37253.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2008,2008.0,Re-Export,Bahrain,Oman,25.0,Salt; sulfur; earths and stone; plastering materials,1596.0,,26.1551249,50.5344606,21.0000287,57.0036901
2008,2008.0,Re-Export,Bahrain,Qatar,25.0,Salt; sulfur; earths and stone; plastering materials,1000.0,,26.1551249,50.5344606,25.3336984,51.2295295
2008,2008.0,Re-Export,Bahrain,Saudi Arabia,25.0,Salt; sulfur; earths and stone; plastering materials,29178.0,,26.1551249,50.5344606,25.6242618,42.3528328
2008,2008.0,Re-Export,Bahrain,Bunkers,25.0,Salt; sulfur; earths and stone; plastering materials,5479.0,,26.1551249,50.5344606,42.18544695,-71.13717580263157
