yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,66133,25.62,42.35,47.92172048214207,7.866753258497997
2004,2004,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,World,World,1049335,25.62,42.35,,
2004,2004,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Jordan, Jordan,29600,25.62,42.35,,
2004,2004,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Kuwait, Kuwait,28000,25.62,42.35,,
2004,2004,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Libya, Libya,42133,25.62,42.35,,
2004,2004,Re-Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Yemen, Yemen,883468,25.62,42.35,,
