yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Re-Export,Jordan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern Africa,Africa,67620,31.1667049,36.941628,19.569604022535763,12.47761721199581
2008,2008,Re-Export,Jordan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,South-eastern Asia,Asia,402831,31.1667049,36.941628,10.528384761701911,103.08333472012376
2008,2008,Re-Export,Jordan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Europe,Europe,964,31.1667049,36.941628,47.92172048214207,7.866753258497997
2008,2008,Re-Export,Jordan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,619481,31.1667049,36.941628,,
