yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1124684,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2007,2007,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,76900,21.0000287,57.0036901,,
2007,2007,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,76793,21.0000287,57.0036901,17.925141963241547,-78.01492950057497
2007,2007,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,2144393,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2007,2007,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1211838,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2007,2007,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,160011,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2007,2007,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,365893,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2007,2007,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,648,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2007,2007,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,385246,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2007,2007,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1893053,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2007,2007,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,15229658,21.0000287,57.0036901,,
2007,2007,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,14375,21.0000287,57.0036901,,
2007,2007,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,130536,21.0000287,57.0036901,,
2007,2007,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,4730202,21.0000287,57.0036901,,
