yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2014,2014,Import,Comoros,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,40
2014,2014,Import,Comoros,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sub-Saharan Africa,Africa,135535
2014,2014,Import,Comoros,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,146
2014,2014,Import,Comoros,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,135723
