yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Re-Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,1655,25.3336984,51.2295295,,
2006,2006,Re-Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,19878,25.3336984,51.2295295,,
2006,2006,Re-Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,8303,25.3336984,51.2295295,,
2006,2006,Re-Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,9920,25.3336984,51.2295295,,
