yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,4000,40.7696272,44.6736646,37.977378106878206,73.97804075806764
2003,2003,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,120287,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2003,2003,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,4486,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2003,2003,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,10,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2003,2003,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,785,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2003,2003,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,2292,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2003,2003,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,World,World,1206497,40.7696272,44.6736646,,
2003,2003,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Georgia, Georgia,1074637,40.7696272,44.6736646,,
