yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Import,Comoros,World,36.0,Explosives; pyrotechnic products; matches,116335.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2009,2009.0,Import,Comoros,Central African Rep.,36.0,Explosives; pyrotechnic products; matches,14254.0,,-12.2045176,44.2832964,,
2009,2009.0,Import,Comoros,France,36.0,Explosives; pyrotechnic products; matches,11170.0,,-12.2045176,44.2832964,46.603354,1.8883335
2009,2009.0,Import,Comoros,South Africa,36.0,Explosives; pyrotechnic products; matches,76141.0,,-12.2045176,44.2832964,-28.8166236,24.991639
2009,2009.0,Import,Comoros,United Arab Emirates,36.0,Explosives; pyrotechnic products; matches,14711.0,,-12.2045176,44.2832964,24.0002488,53.9994829
2009,2009.0,Import,Comoros,United Rep. of Tanzania,36.0,Explosives; pyrotechnic products; matches,56.0,,-12.2045176,44.2832964,,
