yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2009,2009,Export,Georgia,9,"Coffee, tea, maté and spices",Central Asia,Asia,501109
2009,2009,Export,Georgia,9,"Coffee, tea, maté and spices",Eastern Asia,Asia,277927
2009,2009,Export,Georgia,9,"Coffee, tea, maté and spices",Eastern Europe,Europe,1769345
2009,2009,Export,Georgia,9,"Coffee, tea, maté and spices",Northern America,Americas,370664
2009,2009,Export,Georgia,9,"Coffee, tea, maté and spices",Northern Europe,Europe,29702
2009,2009,Export,Georgia,9,"Coffee, tea, maté and spices",South-eastern Asia,Asia,256153
2009,2009,Export,Georgia,9,"Coffee, tea, maté and spices",Southern Asia,Asia,349800
2009,2009,Export,Georgia,9,"Coffee, tea, maté and spices",Southern Europe,Europe,10319
2009,2009,Export,Georgia,9,"Coffee, tea, maté and spices",Western Asia,Asia,617349
2009,2009,Export,Georgia,9,"Coffee, tea, maté and spices",Western Europe,Europe,79720
2009,2009,Export,Georgia,9,"Coffee, tea, maté and spices",World,World,4763257
