yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,60662,31.1667049,36.941628,,
2002,2002,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,60835,31.1667049,36.941628,26.42921218083572,52.86847103284948
2002,2002,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,4382191,31.1667049,36.941628,,
2002,2002,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,446,31.1667049,36.941628,,
2002,2002,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,3618537,31.1667049,36.941628,,
2002,2002,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,121684,31.1667049,36.941628,,
2002,2002,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,20401,31.1667049,36.941628,,
2002,2002,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,197802,31.1667049,36.941628,,
2002,2002,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, State of Palestine, State of Palestine,12350,31.1667049,36.941628,,
2002,2002,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,136098,31.1667049,36.941628,,
2002,2002,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes, Yemen, Yemen,36901,31.1667049,36.941628,,
