yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Re-Export,Pakistan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1139968.0,,30.3308401,71.247499,-36.8535712,174.7456809
2012,2012.0,Re-Export,Pakistan,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",219344.0,,30.3308401,71.247499,26.1551249,50.5344606
2012,2012.0,Re-Export,Pakistan,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1658.0,,30.3308401,71.247499,-10.3333333,-53.2
2012,2012.0,Re-Export,Pakistan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5691.0,,30.3308401,71.247499,35.000074,104.999927
2012,2012.0,Re-Export,Pakistan,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",129.0,,30.3308401,71.247499,49.7439047,15.3381061
2012,2012.0,Re-Export,Pakistan,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41048.0,,30.3308401,71.247499,11.8145966,42.8453061
2012,2012.0,Re-Export,Pakistan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25466.0,,30.3308401,71.247499,51.1638175,10.4478313
2012,2012.0,Re-Export,Pakistan,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",121743.0,,30.3308401,71.247499,22.350627,114.1849161
2012,2012.0,Re-Export,Pakistan,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",37154.0,,30.3308401,71.247499,-2.4833826,117.8902853
2012,2012.0,Re-Export,Pakistan,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5887.0,,30.3308401,71.247499,36.5748441,139.2394179
2012,2012.0,Re-Export,Pakistan,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2447.0,,30.3308401,71.247499,,
2012,2012.0,Re-Export,Pakistan,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",608.0,,30.3308401,71.247499,4.5693754,102.2656823
2012,2012.0,Re-Export,Pakistan,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",84804.0,,30.3308401,71.247499,52.2434979,5.6343227
2012,2012.0,Re-Export,Pakistan,Papua New Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9648.0,,30.3308401,71.247499,-5.6816069,144.2489081
2012,2012.0,Re-Export,Pakistan,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",972.0,,30.3308401,71.247499,1.357107,103.8194992
2012,2012.0,Re-Export,Pakistan,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41210.0,,30.3308401,71.247499,14.8971921,100.83273
2012,2012.0,Re-Export,Pakistan,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",167770.0,,30.3308401,71.247499,24.0002488,53.9994829
2012,2012.0,Re-Export,Pakistan,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3379.0,,30.3308401,71.247499,54.7023545,-3.2765753
2012,2012.0,Re-Export,Pakistan,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",371009.0,,30.3308401,71.247499,39.7837304,-100.445882
