yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2008,2008,Export,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,622479
2008,2008,Export,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,15755
2008,2008,Export,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,624655
2008,2008,Export,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,43508
2008,2008,Export,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,18
2008,2008,Export,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,30
2008,2008,Export,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,1025
2008,2008,Export,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,5243
2008,2008,Export,Georgia,25,Salt; sulfur; earths and stone; plastering materials,World,World,81310063
