yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,91200,25.62,42.35,37.977378106878206,73.97804075806764
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,11817348,25.62,42.35,,
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,124800,25.62,42.35,59.36075159783851,25.01346951967388
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,36533,25.62,42.35,10.528384761701911,103.08333472012376
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,5070940,25.62,42.35,25.499703063807168,75.5024015339642
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,953867,25.62,42.35,6.06272746187266,22.727528470146083
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,10974947,25.62,42.35,26.42921218083572,52.86847103284948
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,50389396,25.62,42.35,,
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Afghanistan, Afghanistan,39200,25.62,42.35,,
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Algeria, Algeria,84000,25.62,42.35,,
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,1913069,25.62,42.35,,
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,104000,25.62,42.35,,
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,3279204,25.62,42.35,,
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,3175471,25.62,42.35,,
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,2171736,25.62,42.35,,
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Morocco, Morocco,1118935,25.62,42.35,,
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,329867,25.62,42.35,,
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,534401,25.62,42.35,,
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,1199468,25.62,42.35,,
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,4522406,25.62,42.35,,
2011,2011,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Yemen, Yemen,2100003,25.62,42.35,,
