yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Export,Israel,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,184000,30.8124247,34.8594762,-16.85099460447687,133.4130365630627
2012,2012,Export,Israel,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,13000,30.8124247,34.8594762,39.89317229901691,61.060280637304274
2012,2012,Export,Israel,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,7224000,30.8124247,34.8594762,37.977378106878206,73.97804075806764
2012,2012,Export,Israel,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,360000,30.8124247,34.8594762,51.67568633314729,27.673469819741847
2012,2012,Export,Israel,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,8628000,30.8124247,34.8594762,17.925141963241547,-78.01492950057497
2012,2012,Export,Israel,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,132000,30.8124247,34.8594762,19.569604022535763,12.47761721199581
2012,2012,Export,Israel,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,10677000,30.8124247,34.8594762,43.897683433510366,-100.08947125585888
2012,2012,Export,Israel,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1575000,30.8124247,34.8594762,59.36075159783851,25.01346951967388
2012,2012,Export,Israel,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,471000,30.8124247,34.8594762,10.528384761701911,103.08333472012376
2012,2012,Export,Israel,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,898000,30.8124247,34.8594762,40.12399607988535,20.742583178432696
2012,2012,Export,Israel,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,807000,30.8124247,34.8594762,6.06272746187266,22.727528470146083
2012,2012,Export,Israel,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,6300000,30.8124247,34.8594762,26.42921218083572,52.86847103284948
2012,2012,Export,Israel,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1298000,30.8124247,34.8594762,47.92172048214207,7.866753258497997
2012,2012,Export,Israel,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,39952000,30.8124247,34.8594762,,
