yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,4900,33.8750629,35.843409,-16.85099460447687,133.4130365630627
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,8734,33.8750629,35.843409,17.925141963241547,-78.01492950057497
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,12286,33.8750629,35.843409,43.897683433510366,-100.08947125585888
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,19005,33.8750629,35.843409,59.36075159783851,25.01346951967388
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,18610,33.8750629,35.843409,40.12399607988535,20.742583178432696
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,136647,33.8750629,35.843409,6.06272746187266,22.727528470146083
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,2384,33.8750629,35.843409,,
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,53380,33.8750629,35.843409,26.42921218083572,52.86847103284948
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1323,33.8750629,35.843409,47.92172048214207,7.866753258497997
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,400176,33.8750629,35.843409,,
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,1614,33.8750629,35.843409,,
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Djibouti, Djibouti,692,33.8750629,35.843409,,
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,61068,33.8750629,35.843409,,
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,15824,33.8750629,35.843409,,
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,742,33.8750629,35.843409,,
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,99,33.8750629,35.843409,,
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,20317,33.8750629,35.843409,,
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,27093,33.8750629,35.843409,,
2019,2019,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,14031,33.8750629,35.843409,,
