yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2017,2017,Re-Export,Georgia,24,Tobacco and manufactured tobacco substitutes,Central Asia,Asia,14364828
2017,2017,Re-Export,Georgia,24,Tobacco and manufactured tobacco substitutes,Eastern Asia,Asia,23103
2017,2017,Re-Export,Georgia,24,Tobacco and manufactured tobacco substitutes,Eastern Europe,Europe,997215
2017,2017,Re-Export,Georgia,24,Tobacco and manufactured tobacco substitutes,Northern Africa,Africa,31023
2017,2017,Re-Export,Georgia,24,Tobacco and manufactured tobacco substitutes,Northern Europe,Europe,110395
2017,2017,Re-Export,Georgia,24,Tobacco and manufactured tobacco substitutes,South-eastern Asia,Asia,4798385
2017,2017,Re-Export,Georgia,24,Tobacco and manufactured tobacco substitutes,Southern Asia,Asia,107735
2017,2017,Re-Export,Georgia,24,Tobacco and manufactured tobacco substitutes,Southern Europe,Europe,309041
2017,2017,Re-Export,Georgia,24,Tobacco and manufactured tobacco substitutes,Western Asia,Asia,142059
2017,2017,Re-Export,Georgia,24,Tobacco and manufactured tobacco substitutes,Western Europe,Europe,62450
2017,2017,Re-Export,Georgia,24,Tobacco and manufactured tobacco substitutes,World,World,45776659
