yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,23303,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2002,2002,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,110256,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2002,2002,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,5561,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2002,2002,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Northern Africa,Africa,13088,26.1551249,50.5344606,19.569604022535763,12.47761721199581
2002,2002,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,112962,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2002,2002,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,785342,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2002,2002,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,360598,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2002,2002,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,77721,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2002,2002,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,214021,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2002,2002,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,9136,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2002,2002,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,5502,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2002,2002,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,424305,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2002,2002,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,World,World,3498768,26.1551249,50.5344606,,
