yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,86122,30.3308401,71.247499,37.977378106878206,73.97804075806764
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,326,30.3308401,71.247499,51.67568633314729,27.673469819741847
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,555,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1094,30.3308401,71.247499,59.36075159783851,25.01346951967388
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,2262379,30.3308401,71.247499,10.528384761701911,103.08333472012376
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,4375003,30.3308401,71.247499,25.499703063807168,75.5024015339642
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,608795,30.3308401,71.247499,6.06272746187266,22.727528470146083
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,737780,30.3308401,71.247499,26.42921218083572,52.86847103284948
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,952508,30.3308401,71.247499,47.92172048214207,7.866753258497997
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,9636243,30.3308401,71.247499,,
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Afghanistan, Afghanistan,190538,30.3308401,71.247499,,
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,23792,30.3308401,71.247499,,
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Djibouti, Djibouti,30890,30.3308401,71.247499,,
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,2410,30.3308401,71.247499,,
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,32467,30.3308401,71.247499,,
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,715,30.3308401,71.247499,,
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,31694,30.3308401,71.247499,,
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,227057,30.3308401,71.247499,,
2012,2012,Export,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Yemen, Yemen,335,30.3308401,71.247499,,
