yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Export,Saudi Arabia,World,70,Glass and glassware,197475207,,,-36.8535712,174.7456809
2016,2016,Export,Saudi Arabia,Afghanistan,70,Glass and glassware,29336,,,33.7680065,66.2385139
2016,2016,Export,Saudi Arabia,Algeria,70,Glass and glassware,5073409,,,28.0000272,2.9999825
2016,2016,Export,Saudi Arabia,Angola,70,Glass and glassware,34404,,,-11.8775768,17.5691241
2016,2016,Export,Saudi Arabia,Argentina,70,Glass and glassware,386713,,,-34.9964963,-64.9672817
2016,2016,Export,Saudi Arabia,Australia,70,Glass and glassware,107212,,,-24.7761086,134.755
2016,2016,Export,Saudi Arabia,Bahrain,70,Glass and glassware,14954064,,,26.1551249,50.5344606
2016,2016,Export,Saudi Arabia,Bangladesh,70,Glass and glassware,83743,,,24.4769288,90.2934413
2016,2016,Export,Saudi Arabia,Belgium,70,Glass and glassware,533930,,,50.6402809,4.6667145
2016,2016,Export,Saudi Arabia,Brazil,70,Glass and glassware,47472,,,-10.3333333,-53.2
2016,2016,Export,Saudi Arabia,Brunei Darussalam,70,Glass and glassware,82143,,,,
2016,2016,Export,Saudi Arabia,Bulgaria,70,Glass and glassware,28003,,,42.6073975,25.4856617
2016,2016,Export,Saudi Arabia,Canada,70,Glass and glassware,51739,,,61.0666922,-107.991707
2016,2016,Export,Saudi Arabia,Sri Lanka,70,Glass and glassware,2253337,,,7.5554942,80.7137847
2016,2016,Export,Saudi Arabia,Chile,70,Glass and glassware,124281,,,-31.7613365,-71.3187697
2016,2016,Export,Saudi Arabia,China,70,Glass and glassware,85610,,,35.000074,104.999927
2016,2016,Export,Saudi Arabia,Czechia,70,Glass and glassware,42405,,,,
2016,2016,Export,Saudi Arabia,Dominica,70,Glass and glassware,95744,,,,
2016,2016,Export,Saudi Arabia,Ecuador,70,Glass and glassware,433118,,,-1.3397668,-79.3666965
2016,2016,Export,Saudi Arabia,Ethiopia,70,Glass and glassware,584336,,,10.2116702,38.6521203
2016,2016,Export,Saudi Arabia,France,70,Glass and glassware,363777,,,46.603354,1.8883335
2016,2016,Export,Saudi Arabia,State of Palestine,70,Glass and glassware,2041045,,,31.46242095,34.262716572130714
2016,2016,Export,Saudi Arabia,Germany,70,Glass and glassware,245096,,,51.1638175,10.4478313
2016,2016,Export,Saudi Arabia,Ghana,70,Glass and glassware,123481,,,8.0300284,-1.0800271
2016,2016,Export,Saudi Arabia,Greece,70,Glass and glassware,367244,,,38.9953683,21.9877132
2016,2016,Export,Saudi Arabia,"China, Hong Kong SAR",70,Glass and glassware,116814,,,22.350627,114.1849161
2016,2016,Export,Saudi Arabia,Iraq,70,Glass and glassware,6415704,,,33.0955793,44.1749775
2016,2016,Export,Saudi Arabia,Italy,70,Glass and glassware,65874,,,42.6384261,12.674297
2016,2016,Export,Saudi Arabia,Jordan,70,Glass and glassware,15493062,,,31.1667049,36.941628
2016,2016,Export,Saudi Arabia,Kenya,70,Glass and glassware,4164767,,,1.4419683,38.4313975
2016,2016,Export,Saudi Arabia,Dem. People's Rep. of Korea,70,Glass and glassware,30136,,,,
2016,2016,Export,Saudi Arabia,Rep. of Korea,70,Glass and glassware,6835755,,,,
2016,2016,Export,Saudi Arabia,Kuwait,70,Glass and glassware,21375636,,,29.2733964,47.4979476
2016,2016,Export,Saudi Arabia,Lebanon,70,Glass and glassware,4891521,,,33.8750629,35.843409
2016,2016,Export,Saudi Arabia,Libya,70,Glass and glassware,480857,,,26.8234472,18.1236723
2016,2016,Export,Saudi Arabia,Madagascar,70,Glass and glassware,31737,,,-18.9249604,46.4416422
2016,2016,Export,Saudi Arabia,Malaysia,70,Glass and glassware,263498,,,4.5693754,102.2656823
2016,2016,Export,Saudi Arabia,Malta,70,Glass and glassware,64541,,,35.8885993,14.4476911
2016,2016,Export,Saudi Arabia,Mauritius,70,Glass and glassware,26669,,,-20.2759451,57.5703566
2016,2016,Export,Saudi Arabia,"Other Asia, nes",70,Glass and glassware,1759411,,,,
2016,2016,Export,Saudi Arabia,Morocco,70,Glass and glassware,5003001,,,31.1728205,-7.3362482
