yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Re-Export,Pakistan,World,4.0,Dairy produce; birds eggs; natural honey;,356133.0,,30.3308401,71.247499,-36.8535712,174.7456809
2005,2005.0,Re-Export,Pakistan,Argentina,4.0,Dairy produce; birds eggs; natural honey;,88561.0,,30.3308401,71.247499,-34.9964963,-64.9672817
2005,2005.0,Re-Export,Pakistan,Egypt,4.0,Dairy produce; birds eggs; natural honey;,267571.0,,30.3308401,71.247499,26.2540493,29.2675469
