yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,13162,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,11299933,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,737990,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,22180367,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,4825454,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,3426899,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,798887,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,3969873,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,1488855,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,61997688,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,13867689,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,10655392,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,9492172,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,737944,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2280463,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,12815376,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,213751366,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Afghanistan, Afghanistan,615331,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,3847279,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Azerbaijan, Azerbaijan,6601250,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,62679,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Cyprus, Cyprus,1650111,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Djibouti, Djibouti,7635,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Georgia, Georgia,6216299,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,13618298,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Israel, Israel,2185396,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,1126740,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,328961,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,3327936,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Libya, Libya,1629856,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Malta, Malta,51353,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Mauritania, Mauritania,19649,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Morocco, Morocco,1304079,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,276650,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,4411538,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,456060,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,3161554,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, State of Palestine, State of Palestine,66625,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,981118,38.9597594,34.9249653,,
2017,2017,Export,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Yemen, Yemen,341763,38.9597594,34.9249653,,
