yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,6752,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2007,2007,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,28006,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2007,2007,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,6042,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2007,2007,Re-Export,Oman,4,Dairy produce; birds eggs; natural honey;,World,World,1453628,21.0000287,57.0036901,,
