yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Import,Algeria,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7739173001.0,,28.0000272,2.9999825,-36.8535712,174.7456809
2012,2012.0,Import,Algeria,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",176.0,,28.0000272,2.9999825,41.000028,19.9999619
2012,2012.0,Import,Algeria,Antigua and Barbuda,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4754.0,,28.0000272,2.9999825,17.2234721,-61.9554608
2012,2012.0,Import,Algeria,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20157321.0,,28.0000272,2.9999825,-34.9964963,-64.9672817
2012,2012.0,Import,Algeria,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",165144.0,,28.0000272,2.9999825,-24.7761086,134.755
2012,2012.0,Import,Algeria,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2119803.0,,28.0000272,2.9999825,47.59397,14.12456
2012,2012.0,Import,Algeria,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13768863.0,,28.0000272,2.9999825,50.6402809,4.6667145
2012,2012.0,Import,Algeria,Bermuda,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22744.0,,28.0000272,2.9999825,32.30382,-64.7561647
2012,2012.0,Import,Algeria,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",620.0,,28.0000272,2.9999825,44.3053476,17.5961467
2012,2012.0,Import,Algeria,Botswana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",96.0,,28.0000272,2.9999825,-23.1681782,24.5928742
2012,2012.0,Import,Algeria,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5830422.0,,28.0000272,2.9999825,-10.3333333,-53.2
2012,2012.0,Import,Algeria,Brunei Darussalam,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35699.0,,28.0000272,2.9999825,4.4137155,114.5653908
2012,2012.0,Import,Algeria,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",273036.0,,28.0000272,2.9999825,42.6073975,25.4856617
2012,2012.0,Import,Algeria,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2000746.0,,28.0000272,2.9999825,53.4250605,27.6971358
2012,2012.0,Import,Algeria,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4509.0,,28.0000272,2.9999825,4.6125522,13.1535811
2012,2012.0,Import,Algeria,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1493696.0,,28.0000272,2.9999825,61.0666922,-107.991707
2012,2012.0,Import,Algeria,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5792.0,,28.0000272,2.9999825,7.5554942,80.7137847
2012,2012.0,Import,Algeria,Chad,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",552.0,,28.0000272,2.9999825,15.6134137,19.0156172
2012,2012.0,Import,Algeria,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50.0,,28.0000272,2.9999825,-31.7613365,-71.3187697
2012,2012.0,Import,Algeria,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1249603162.0,,28.0000272,2.9999825,35.000074,104.999927
