yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Export,Kuwait,World,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,243113.0,,29.2733964,47.4979476,-36.8535712,174.7456809
2010,2010.0,Export,Kuwait,Bahrain,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,14439.0,,29.2733964,47.4979476,26.1551249,50.5344606
2010,2010.0,Export,Kuwait,China,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,14397.0,,29.2733964,47.4979476,35.000074,104.999927
2010,2010.0,Export,Kuwait,Iran,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,25356.0,,29.2733964,47.4979476,32.6475314,54.5643516
2010,2010.0,Export,Kuwait,Jordan,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,13259.0,,29.2733964,47.4979476,31.1667049,36.941628
2010,2010.0,Export,Kuwait,Lebanon,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,65057.0,,29.2733964,47.4979476,33.8750629,35.843409
2010,2010.0,Export,Kuwait,Qatar,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,196.0,,29.2733964,47.4979476,25.3336984,51.2295295
2010,2010.0,Export,Kuwait,Saudi Arabia,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,97075.0,,29.2733964,47.4979476,25.6242618,42.3528328
2010,2010.0,Export,Kuwait,Syria,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,6982.0,,29.2733964,47.4979476,34.6401861,39.0494106
2010,2010.0,Export,Kuwait,United Arab Emirates,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,6350.0,,29.2733964,47.4979476,24.0002488,53.9994829
