yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Export,Comoros,World,89,"Ships, boats and floating structures",19185,,,-36.8535712,174.7456809
2016,2016,Export,Comoros,Madagascar,89,"Ships, boats and floating structures",55,,,-18.9249604,46.4416422
2016,2016,Export,Comoros,United Rep. of Tanzania,89,"Ships, boats and floating structures",19130,,,,
2018,2018,Export,Comoros,World,89,"Ships, boats and floating structures",19025,,,-36.8535712,174.7456809
2018,2018,Export,Comoros,Madagascar,89,"Ships, boats and floating structures",855,,,-18.9249604,46.4416422
2018,2018,Export,Comoros,United Kingdom,89,"Ships, boats and floating structures",13383,,,54.7023545,-3.2765753
2018,2018,Export,Comoros,United Rep. of Tanzania,89,"Ships, boats and floating structures",4786,,,,
2019,2019,Export,Comoros,World,89,"Ships, boats and floating structures",2755,,,-36.8535712,174.7456809
2019,2019,Export,Comoros,Madagascar,89,"Ships, boats and floating structures",55,,,-18.9249604,46.4416422
2019,2019,Export,Comoros,United Rep. of Tanzania,89,"Ships, boats and floating structures",2699,,,,
2020,2020,Export,Comoros,World,89,"Ships, boats and floating structures",14543,,,-36.8535712,174.7456809
2020,2020,Export,Comoros,Madagascar,89,"Ships, boats and floating structures",115,,,-18.9249604,46.4416422
2020,2020,Export,Comoros,United Rep. of Tanzania,89,"Ships, boats and floating structures",14427,,,,
