yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Armenia,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,10552,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2005,2005,Export,Armenia,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,5,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2005,2005,Export,Armenia,11,Products of the milling industry; malt; starches; inulin,World,World,10630,40.7696272,44.6736646,,
