yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Export,Azerbaijan,4,Dairy produce; birds eggs; natural honey;,Central Asia,Asia,16246,40.3936294,47.7872508,39.89317229901691,61.060280637304274
2004,2004,Export,Azerbaijan,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,13110,40.3936294,47.7872508,51.67568633314729,27.673469819741847
2004,2004,Export,Azerbaijan,4,Dairy produce; birds eggs; natural honey;,World,World,676145,40.3936294,47.7872508,,
2004,2004,Export,Azerbaijan,4,Dairy produce; birds eggs; natural honey;, Georgia, Georgia,646789,40.3936294,47.7872508,,
