yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,180,33.87,35.84,-16.85099460447687,133.4130365630627
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1847274,33.87,35.84,37.977378106878206,73.97804075806764
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,563645,33.87,35.84,51.67568633314729,27.673469819741847
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,243802,33.87,35.84,,
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,804200,33.87,35.84,17.925141963241547,-78.01492950057497
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1584162,33.87,35.84,43.897683433510366,-100.08947125585888
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,2248129,33.87,35.84,59.36075159783851,25.01346951967388
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,1549457,33.87,35.84,10.528384761701911,103.08333472012376
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,7,33.87,35.84,25.499703063807168,75.5024015339642
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,3519296,33.87,35.84,40.12399607988535,20.742583178432696
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,25762,33.87,35.84,6.06272746187266,22.727528470146083
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2744105,33.87,35.84,26.42921218083572,52.86847103284948
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,7371193,33.87,35.84,47.92172048214207,7.866753258497997
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,24091975,33.87,35.84,,
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,360,33.87,35.84,,
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,170046,33.87,35.84,,
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,131,33.87,35.84,,
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Morocco, Morocco,1819,33.87,35.84,,
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,753773,33.87,35.84,,
2018,2018,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,51861,33.87,35.84,,
