yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,754,32.3293809,-83.1137366,39.89317229901691,61.060280637304274
2007,2007,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,14,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2007,2007,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,50049,32.3293809,-83.1137366,,
2007,2007,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes, Armenia, Armenia,48755,32.3293809,-83.1137366,,
2007,2007,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes, Azerbaijan, Azerbaijan,524,32.3293809,-83.1137366,,
