yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,86529,25.3336984,51.2295295,-16.85099460447687,133.4130365630627
2019,2019,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,218933,25.3336984,51.2295295,,
2019,2019,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,33840,25.3336984,51.2295295,,
2019,2019,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,98563,25.3336984,51.2295295,,
