rtTitle,Subregion,rgDesc,TradeValue
Yemen,Afghanistan,Export,39981
Yemen,Afghanistan,Import,47137
Yemen,Algeria,Export,96055
Yemen,Algeria,Import,1059733
Yemen,Algeria,Re-Export,3338
Yemen,Bahrain,Export,411565
Yemen,Bahrain,Import,11205801
Yemen,Comoros,Export,41120
Yemen,Comoros,Import,25736
Yemen,Cyprus,Import,1023575
Yemen,Djibouti,Export,3426015
Yemen,Djibouti,Import,76912
Yemen,Djibouti,Re-Export,71048
Yemen,Georgia,Export,9232
Yemen,Georgia,Import,121917
Yemen,Georgia,Re-Export,8258
Yemen,Iraq,Export,15378952
Yemen,Jordan,Export,1640322
Yemen,Jordan,Import,45698664
Yemen,Jordan,Re-Export,145267
Yemen,Kuwait,Export,70399448
Yemen,Kuwait,Import,356456017
Yemen,Kuwait,Re-Export,559268
Yemen,Lebanon,Export,422584
Yemen,Lebanon,Import,8832338
Yemen,Lebanon,Re-Export,210037
Yemen,Libya,Export,379856
Yemen,Libya,Import,1094
Yemen,Malta,Export,910
Yemen,Malta,Import,2583819
Yemen,Malta,Re-Export,910
Yemen,Mauritania,Export,262943
Yemen,Mauritania,Re-Export,5143
Yemen,Morocco,Export,20992
Yemen,Morocco,Import,1733308
Yemen,Morocco,Re-Export,1488
Yemen,Oman,Export,1019518
Yemen,Oman,Import,25617797
Yemen,Oman,Re-Export,46672
Yemen,Pakistan,Export,4366679
Yemen,Pakistan,Import,87630974
Yemen,Pakistan,Re-Export,3267463
Yemen,Qatar,Export,1413099
Yemen,Qatar,Import,10799402
Yemen,Qatar,Re-Export,9225
Yemen,Saudi Arabia,Export,71019541
Yemen,Saudi Arabia,Import,523238844
Yemen,Saudi Arabia,Re-Export,1804130
Yemen,State of Palestine,Import,196394
Yemen,United Arab Emirates,Export,327191329
Yemen,United Arab Emirates,Import,1048170971
Yemen,United Arab Emirates,Re-Export,1481792
