yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Re-Export,Armenia,World,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",18116.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2008,2008.0,Re-Export,Armenia,Georgia,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",43.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2008,2008.0,Re-Export,Armenia,Iran,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",73.0,,40.7696272,44.6736646,32.6475314,54.5643516
2008,2008.0,Re-Export,Armenia,United Arab Emirates,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",18000.0,,40.7696272,44.6736646,24.0002488,53.9994829
