yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Re-Export,Qatar,World,11.0,Products of the milling industry; malt; starches; inulin,81587.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2010,2010.0,Re-Export,Qatar,Bahrain,11.0,Products of the milling industry; malt; starches; inulin,439.0,,25.3336984,51.2295295,26.1551249,50.5344606
2010,2010.0,Re-Export,Qatar,Malaysia,11.0,Products of the milling industry; malt; starches; inulin,29720.0,,25.3336984,51.2295295,4.5693754,102.2656823
2010,2010.0,Re-Export,Qatar,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin,51428.0,,25.3336984,51.2295295,24.0002488,53.9994829
