yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2020,2020,Import,Malta,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,17026,35.8885993,14.4476911,37.977378106878206,73.97804075806764
2020,2020,Import,Malta,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,12,35.8885993,14.4476911,51.67568633314729,27.673469819741847
2020,2020,Import,Malta,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,14956,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2020,2020,Import,Malta,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,40141,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2020,2020,Import,Malta,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,14006,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2020,2020,Import,Malta,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,86146,35.8885993,14.4476911,,
