yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Import,Oman,World,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,16619348.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2020,2020.0,Import,Oman,Azerbaijan,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1131596.0,,21.0000287,57.0036901,40.3936294,47.7872508
2020,2020.0,Import,Oman,Bahrain,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,13849.0,,21.0000287,57.0036901,26.1551249,50.5344606
2020,2020.0,Import,Oman,Sri Lanka,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,19261.0,,21.0000287,57.0036901,7.5554942,80.7137847
2020,2020.0,Import,Oman,China,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,759.0,,21.0000287,57.0036901,35.000074,104.999927
2020,2020.0,Import,Oman,Germany,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1011703.0,,21.0000287,57.0036901,51.1638175,10.4478313
2020,2020.0,Import,Oman,Ireland,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,14881.0,,21.0000287,57.0036901,52.865196,-7.9794599
2020,2020.0,Import,Oman,Kuwait,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,7674.0,,21.0000287,57.0036901,29.2733964,47.4979476
2020,2020.0,Import,Oman,Luxembourg,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,7049994.0,,21.0000287,57.0036901,49.8158683,6.1296751
2020,2020.0,Import,Oman,Netherlands,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,160540.0,,21.0000287,57.0036901,52.2434979,5.6343227
2020,2020.0,Import,Oman,Pakistan,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,80975.0,,21.0000287,57.0036901,30.3308401,71.247499
2020,2020.0,Import,Oman,Qatar,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,306980.0,,21.0000287,57.0036901,25.3336984,51.2295295
2020,2020.0,Import,Oman,Russian Federation,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,519289.0,,21.0000287,57.0036901,64.6863136,97.7453061
2020,2020.0,Import,Oman,Saudi Arabia,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,444.0,,21.0000287,57.0036901,25.6242618,42.3528328
2020,2020.0,Import,Oman,India,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1874226.0,,21.0000287,57.0036901,22.3511148,78.6677428
2020,2020.0,Import,Oman,Singapore,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,403040.0,,21.0000287,57.0036901,1.357107,103.8194992
2020,2020.0,Import,Oman,Sweden,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,52590.0,,21.0000287,57.0036901,59.6749712,14.5208584
2020,2020.0,Import,Oman,United Arab Emirates,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1188980.0,,21.0000287,57.0036901,24.0002488,53.9994829
2020,2020.0,Import,Oman,Turkey,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1968319.0,,21.0000287,57.0036901,38.9597594,34.9249653
2020,2020.0,Import,Oman,USA,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,814239.0,,21.0000287,57.0036901,39.7837304,-100.445882
