yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2013,2013,Re-Import,Georgia,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",Western Asia,Asia,200
2013,2013,Re-Import,Georgia,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",World,World,35054
