yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,39051,21.0000287,57.0036901,-16.85099460447687,133.4130365630627
2010,2010,Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,4659063,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2010,2010,Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,181688,21.0000287,57.0036901,51.67568633314729,27.673469819741847
2010,2010,Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,94723,21.0000287,57.0036901,17.925141963241547,-78.01492950057497
2010,2010,Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Northern Africa,Africa,44057,21.0000287,57.0036901,19.569604022535763,12.47761721199581
2010,2010,Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,12590,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2010,2010,Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,226422,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2010,2010,Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,3292725,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2010,2010,Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,48063,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2010,2010,Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,54458,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2010,2010,Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,17297630,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2010,2010,Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,330029,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2010,2010,Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,25160,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2010,2010,Export,Oman,25,Salt; sulfur; earths and stone; plastering materials,World,World,124141838,21.0000287,57.0036901,,
