yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,38213,31.1667049,36.941628,-16.85099460447687,133.4130365630627
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,259288,31.1667049,36.941628,37.977378106878206,73.97804075806764
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,12785,31.1667049,36.941628,51.67568633314729,27.673469819741847
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,116986,31.1667049,36.941628,,
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,85706,31.1667049,36.941628,17.925141963241547,-78.01492950057497
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,327496,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,717446,31.1667049,36.941628,59.36075159783851,25.01346951967388
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,20635,31.1667049,36.941628,10.528384761701911,103.08333472012376
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,23583,31.1667049,36.941628,25.499703063807168,75.5024015339642
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,665650,31.1667049,36.941628,40.12399607988535,20.742583178432696
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,21357,31.1667049,36.941628,6.06272746187266,22.727528470146083
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,146847,31.1667049,36.941628,26.42921218083572,52.86847103284948
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1296092,31.1667049,36.941628,47.92172048214207,7.866753258497997
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,4921935,31.1667049,36.941628,,
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,849,31.1667049,36.941628,,
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,20085,31.1667049,36.941628,,
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,4090,31.1667049,36.941628,,
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,1002150,31.1667049,36.941628,,
2002,2002,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,83198,31.1667049,36.941628,,
