yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Export,Malta,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4856097.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2007,2007.0,Export,Malta,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1609.0,,35.8885993,14.4476911,-24.7761086,134.755
2007,2007.0,Export,Malta,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",240.0,,35.8885993,14.4476911,47.59397,14.12456
2007,2007.0,Export,Malta,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",65.0,,35.8885993,14.4476911,50.6402809,4.6667145
2007,2007.0,Export,Malta,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1382.0,,35.8885993,14.4476911,42.6073975,25.4856617
2007,2007.0,Export,Malta,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",14269.0,,35.8885993,14.4476911,61.0666922,-107.991707
2007,2007.0,Export,Malta,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6922.0,,35.8885993,14.4476911,55.670249,10.3333283
2007,2007.0,Export,Malta,Equatorial Guinea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2940.0,,35.8885993,14.4476911,1.613172,10.5170357
2007,2007.0,Export,Malta,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",666.0,,35.8885993,14.4476911,46.603354,1.8883335
2007,2007.0,Export,Malta,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1654170.0,,35.8885993,14.4476911,51.1638175,10.4478313
2007,2007.0,Export,Malta,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2229.0,,35.8885993,14.4476911,47.1817585,19.5060937
2007,2007.0,Export,Malta,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",40406.0,,35.8885993,14.4476911,42.6384261,12.674297
2007,2007.0,Export,Malta,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",44461.0,,35.8885993,14.4476911,36.5748441,139.2394179
2007,2007.0,Export,Malta,Libya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1182989.0,,35.8885993,14.4476911,26.8234472,18.1236723
2007,2007.0,Export,Malta,Mauritania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",101913.0,,35.8885993,14.4476911,20.2540382,-9.2399263
2007,2007.0,Export,Malta,Oman,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",488693.0,,35.8885993,14.4476911,21.0000287,57.0036901
2007,2007.0,Export,Malta,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",55.0,,35.8885993,14.4476911,52.2434979,5.6343227
2007,2007.0,Export,Malta,New Zealand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",579.0,,35.8885993,14.4476911,-41.5000831,172.8344077
2007,2007.0,Export,Malta,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",51878.0,,35.8885993,14.4476911,60.5000209,9.0999715
2007,2007.0,Export,Malta,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",64.0,,35.8885993,14.4476911,52.215933,19.134422
2007,2007.0,Export,Malta,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3.0,,35.8885993,14.4476911,39.3260685,-4.8379791
2007,2007.0,Export,Malta,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",788.0,,35.8885993,14.4476911,59.6749712,14.5208584
2007,2007.0,Export,Malta,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",9478.0,,35.8885993,14.4476911,46.7985624,8.2319736
2007,2007.0,Export,Malta,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",13826.0,,35.8885993,14.4476911,24.0002488,53.9994829
2007,2007.0,Export,Malta,Tunisia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4021.0,,35.8885993,14.4476911,33.8439408,9.400138
2007,2007.0,Export,Malta,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1086843.0,,35.8885993,14.4476911,26.2540493,29.2675469
2007,2007.0,Export,Malta,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",140423.0,,35.8885993,14.4476911,54.7023545,-3.2765753
2007,2007.0,Export,Malta,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5188.0,,35.8885993,14.4476911,39.7837304,-100.445882
