yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,80152,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,177600,24.0002488,53.9994829,39.89317229901691,61.060280637304274
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,546780,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,15842,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,2562,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,1068431,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,84945,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,3726261,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,1611435,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,4779,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,1799892,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,683169,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,243480,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,World,World,240851247,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Afghanistan, Afghanistan,9218,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Armenia, Armenia,10444,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Azerbaijan, Azerbaijan,1133,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Bahrain, Bahrain,125890993,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Djibouti, Djibouti,29149,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Iraq, Iraq,427064,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Jordan, Jordan,2631,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Kuwait, Kuwait,60785253,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Lebanon, Lebanon,43790,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Libya, Libya,129162,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Mauritania, Mauritania,2000,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Oman, Oman,6093661,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Pakistan, Pakistan,2607383,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Qatar, Qatar,4988676,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Saudi Arabia, Saudi Arabia,11864003,24.0002488,53.9994829,,
2003,2003,Export,United Arab Emirates,25,Salt; sulfur; earths and stone; plastering materials,Yemen, Yemen,3518019,24.0002488,53.9994829,,
