yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Import,Azerbaijan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1001144669.0,,40.3936294,47.7872508,-36.8535712,174.7456809
2012,2012.0,Import,Azerbaijan,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6500.0,,40.3936294,47.7872508,41.000028,19.9999619
2012,2012.0,Import,Azerbaijan,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",983085.0,,40.3936294,47.7872508,-34.9964963,-64.9672817
2012,2012.0,Import,Azerbaijan,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1741041.0,,40.3936294,47.7872508,-24.7761086,134.755
2012,2012.0,Import,Azerbaijan,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",439466.0,,40.3936294,47.7872508,47.59397,14.12456
2012,2012.0,Import,Azerbaijan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1989984.0,,40.3936294,47.7872508,50.6402809,4.6667145
2012,2012.0,Import,Azerbaijan,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",256735.0,,40.3936294,47.7872508,42.6073975,25.4856617
2012,2012.0,Import,Azerbaijan,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19557110.0,,40.3936294,47.7872508,53.4250605,27.6971358
2012,2012.0,Import,Azerbaijan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",91314.0,,40.3936294,47.7872508,61.0666922,-107.991707
2012,2012.0,Import,Azerbaijan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",103006257.0,,40.3936294,47.7872508,35.000074,104.999927
2012,2012.0,Import,Azerbaijan,Colombia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6000.0,,40.3936294,47.7872508,4.099917,-72.9088133
2012,2012.0,Import,Azerbaijan,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21557111.0,,40.3936294,47.7872508,49.7439047,15.3381061
