yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Re-Export,Cyprus,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42190431.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2016,2016.0,Re-Export,Cyprus,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18799.0,,34.9823018,33.1451285,-34.9964963,-64.9672817
2016,2016.0,Re-Export,Cyprus,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14464.0,,34.9823018,33.1451285,-24.7761086,134.755
2016,2016.0,Re-Export,Cyprus,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5529.0,,34.9823018,33.1451285,-10.3333333,-53.2
2016,2016.0,Re-Export,Cyprus,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",558751.0,,34.9823018,33.1451285,12.5433216,104.8144914
2016,2016.0,Re-Export,Cyprus,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",45412.0,,34.9823018,33.1451285,4.6125522,13.1535811
2016,2016.0,Re-Export,Cyprus,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",294.0,,34.9823018,33.1451285,61.0666922,-107.991707
2016,2016.0,Re-Export,Cyprus,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",97966.0,,34.9823018,33.1451285,7.5554942,80.7137847
2016,2016.0,Re-Export,Cyprus,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",44.0,,34.9823018,33.1451285,35.000074,104.999927
2016,2016.0,Re-Export,Cyprus,Ethiopia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",55293.0,,34.9823018,33.1451285,10.2116702,38.6521203
2016,2016.0,Re-Export,Cyprus,Fiji,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",80882.0,,34.9823018,33.1451285,-18.1239696,179.0122737
