yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Re-Export,Cyprus,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42190431.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2016,2016.0,Re-Export,Cyprus,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",264554.0,,34.9823018,33.1451285,51.1638175,10.4478313
2016,2016.0,Re-Export,Cyprus,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4865.0,,34.9823018,33.1451285,8.0300284,-1.0800271
2016,2016.0,Re-Export,Cyprus,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",460111.0,,34.9823018,33.1451285,38.9953683,21.9877132
2016,2016.0,Re-Export,Cyprus,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",146513.0,,34.9823018,33.1451285,22.350627,114.1849161
2016,2016.0,Re-Export,Cyprus,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",86582.0,,34.9823018,33.1451285,-2.4833826,117.8902853
2016,2016.0,Re-Export,Cyprus,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4647.0,,34.9823018,33.1451285,32.6475314,54.5643516
2016,2016.0,Re-Export,Cyprus,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",44234.0,,34.9823018,33.1451285,52.865196,-7.9794599
2016,2016.0,Re-Export,Cyprus,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1568942.0,,34.9823018,33.1451285,30.8124247,34.8594762
2016,2016.0,Re-Export,Cyprus,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",296067.0,,34.9823018,33.1451285,36.5748441,139.2394179
2016,2016.0,Re-Export,Cyprus,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",121951.0,,34.9823018,33.1451285,31.1667049,36.941628
2016,2016.0,Re-Export,Cyprus,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",552748.0,,34.9823018,33.1451285,33.8750629,35.843409
2016,2016.0,Re-Export,Cyprus,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17315.0,,34.9823018,33.1451285,26.8234472,18.1236723
2016,2016.0,Re-Export,Cyprus,Malta,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1044931.0,,34.9823018,33.1451285,35.8885993,14.4476911
2016,2016.0,Re-Export,Cyprus,Rep. of Moldova,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5529.0,,34.9823018,33.1451285,,
2016,2016.0,Re-Export,Cyprus,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12009.0,,34.9823018,33.1451285,52.2434979,5.6343227
2016,2016.0,Re-Export,Cyprus,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",307897.0,,34.9823018,33.1451285,-41.5000831,172.8344077
2016,2016.0,Re-Export,Cyprus,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",113616.0,,34.9823018,33.1451285,9.6000359,7.9999721
2016,2016.0,Re-Export,Cyprus,"Other Europe, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",376964.0,,34.9823018,33.1451285,,
2016,2016.0,Re-Export,Cyprus,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19020.0,,34.9823018,33.1451285,60.5000209,9.0999715
2016,2016.0,Re-Export,Cyprus,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50230.0,,34.9823018,33.1451285,25.3336984,51.2295295
2016,2016.0,Re-Export,Cyprus,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",834.0,,34.9823018,33.1451285,45.9852129,24.6859225
2016,2016.0,Re-Export,Cyprus,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18799.0,,34.9823018,33.1451285,25.6242618,42.3528328
2016,2016.0,Re-Export,Cyprus,Serbia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1658.0,,34.9823018,33.1451285,44.1534121,20.55144
2016,2016.0,Re-Export,Cyprus,Sierra Leone,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3870.0,,34.9823018,33.1451285,8.6400349,-11.8400269
2016,2016.0,Re-Export,Cyprus,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5529.0,,34.9823018,33.1451285,22.3511148,78.6677428
2016,2016.0,Re-Export,Cyprus,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1327893.0,,34.9823018,33.1451285,1.357107,103.8194992
2016,2016.0,Re-Export,Cyprus,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20406.0,,34.9823018,33.1451285,-28.8166236,24.991639
2016,2016.0,Re-Export,Cyprus,Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11058.0,,34.9823018,33.1451285,14.5844444,29.4917691
2016,2016.0,Re-Export,Cyprus,Syria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7381.0,,34.9823018,33.1451285,34.6401861,39.0494106
2016,2016.0,Re-Export,Cyprus,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7995045.0,,34.9823018,33.1451285,14.8971921,100.83273
2016,2016.0,Re-Export,Cyprus,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",437354.0,,34.9823018,33.1451285,24.0002488,53.9994829
2016,2016.0,Re-Export,Cyprus,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",75.0,,34.9823018,33.1451285,38.9597594,34.9249653
2016,2016.0,Re-Export,Cyprus,Uganda,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",113583.0,,34.9823018,33.1451285,1.5333554,32.2166578
2016,2016.0,Re-Export,Cyprus,North Macedonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22117.0,,34.9823018,33.1451285,41.6171214,21.7168387
2016,2016.0,Re-Export,Cyprus,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1045183.0,,34.9823018,33.1451285,26.2540493,29.2675469
2016,2016.0,Re-Export,Cyprus,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24753097.0,,34.9823018,33.1451285,54.7023545,-3.2765753
2016,2016.0,Re-Export,Cyprus,United Rep. of Tanzania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19850.0,,34.9823018,33.1451285,,
2016,2016.0,Re-Export,Cyprus,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30514.0,,34.9823018,33.1451285,39.7837304,-100.445882
