yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,State of Palestine,World,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",3701199.0,,31.46242095,34.262716572130714,-36.8535712,174.7456809
2012,2012.0,Export,State of Palestine,Austria,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1333.0,,31.46242095,34.262716572130714,47.59397,14.12456
2012,2012.0,Export,State of Palestine,Belgium,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",36499.0,,31.46242095,34.262716572130714,50.6402809,4.6667145
2012,2012.0,Export,State of Palestine,France,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",8.0,,31.46242095,34.262716572130714,46.603354,1.8883335
2012,2012.0,Export,State of Palestine,Germany,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",5026.0,,31.46242095,34.262716572130714,51.1638175,10.4478313
2012,2012.0,Export,State of Palestine,Israel,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",3092905.0,,31.46242095,34.262716572130714,30.8124247,34.8594762
2012,2012.0,Export,State of Palestine,Italy,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",163395.0,,31.46242095,34.262716572130714,42.6384261,12.674297
2012,2012.0,Export,State of Palestine,Jordan,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",164112.0,,31.46242095,34.262716572130714,31.1667049,36.941628
2012,2012.0,Export,State of Palestine,Morocco,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",26436.0,,31.46242095,34.262716572130714,31.1728205,-7.3362482
2012,2012.0,Export,State of Palestine,Oman,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",2832.0,,31.46242095,34.262716572130714,21.0000287,57.0036901
2012,2012.0,Export,State of Palestine,Qatar,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",455.0,,31.46242095,34.262716572130714,25.3336984,51.2295295
2012,2012.0,Export,State of Palestine,Saudi Arabia,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1281.0,,31.46242095,34.262716572130714,25.6242618,42.3528328
2012,2012.0,Export,State of Palestine,South Africa,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",2646.0,,31.46242095,34.262716572130714,-28.8166236,24.991639
2012,2012.0,Export,State of Palestine,United Arab Emirates,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",3730.0,,31.46242095,34.262716572130714,24.0002488,53.9994829
2012,2012.0,Export,State of Palestine,United Kingdom,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",26147.0,,31.46242095,34.262716572130714,54.7023545,-3.2765753
2012,2012.0,Export,State of Palestine,USA,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",173056.0,,31.46242095,34.262716572130714,39.7837304,-100.445882
2012,2012.0,Export,State of Palestine,Yemen,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1340.0,,31.46242095,34.262716572130714,16.3471243,47.8915271
