yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Re-Export,Georgia,World,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,13332.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2011,2011.0,Re-Export,Georgia,Armenia,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,2.0,,32.3293809,-83.1137366,40.7696272,44.6736646
2011,2011.0,Re-Export,Georgia,Turkey,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,10297.0,,32.3293809,-83.1137366,38.9597594,34.9249653
2011,2011.0,Re-Export,Georgia,United Kingdom,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,3033.0,,32.3293809,-83.1137366,54.7023545,-3.2765753
