yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Export,Comoros,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",93333.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2019,2019.0,Export,Comoros,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16.0,,-12.2045176,44.2832964,50.6402809,4.6667145
2019,2019.0,Export,Comoros,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2387.0,,-12.2045176,44.2832964,46.603354,1.8883335
2019,2019.0,Export,Comoros,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23.0,,-12.2045176,44.2832964,1.4419683,38.4313975
2019,2019.0,Export,Comoros,Madagascar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22016.0,,-12.2045176,44.2832964,-18.9249604,46.4416422
2019,2019.0,Export,Comoros,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27283.0,,-12.2045176,44.2832964,22.3511148,78.6677428
2019,2019.0,Export,Comoros,Uganda,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",40924.0,,-12.2045176,44.2832964,1.5333554,32.2166578
2019,2019.0,Export,Comoros,United Rep. of Tanzania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",682.0,,-12.2045176,44.2832964,,
