yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Import,Qatar,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",76051511.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2012,2012.0,Import,Qatar,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",8449.0,,25.3336984,51.2295295,29.2733964,47.4979476
2012,2012.0,Import,Qatar,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",856327.0,,25.3336984,51.2295295,33.8750629,35.843409
2012,2012.0,Import,Qatar,Latvia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",206.0,,25.3336984,51.2295295,56.8406494,24.7537645
2012,2012.0,Import,Qatar,Lithuania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3129.0,,25.3336984,51.2295295,55.3500003,23.7499997
2012,2012.0,Import,Qatar,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",176101.0,,25.3336984,51.2295295,4.5693754,102.2656823
2012,2012.0,Import,Qatar,Malta,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",49.0,,25.3336984,51.2295295,35.8885993,14.4476911
2012,2012.0,Import,Qatar,Mauritius,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2404.0,,25.3336984,51.2295295,-20.2759451,57.5703566
2012,2012.0,Import,Qatar,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",673334.0,,25.3336984,51.2295295,23.6585116,-102.0077097
2012,2012.0,Import,Qatar,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2508382.0,,25.3336984,51.2295295,,
2012,2012.0,Import,Qatar,Morocco,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",9130.0,,25.3336984,51.2295295,31.1728205,-7.3362482
2012,2012.0,Import,Qatar,Oman,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1987.0,,25.3336984,51.2295295,21.0000287,57.0036901
2012,2012.0,Import,Qatar,Nepal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1552.0,,25.3336984,51.2295295,28.1083929,84.0917139
2012,2012.0,Import,Qatar,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",354215.0,,25.3336984,51.2295295,52.2434979,5.6343227
2012,2012.0,Import,Qatar,New Zealand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",893.0,,25.3336984,51.2295295,-41.5000831,172.8344077
2012,2012.0,Import,Qatar,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",840314.0,,25.3336984,51.2295295,60.5000209,9.0999715
2012,2012.0,Import,Qatar,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",131246.0,,25.3336984,51.2295295,30.3308401,71.247499
2012,2012.0,Import,Qatar,Panama,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2981.0,,25.3336984,51.2295295,8.559559,-81.1308434
2012,2012.0,Import,Qatar,Philippines,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",26212.0,,25.3336984,51.2295295,12.7503486,122.7312101
2012,2012.0,Import,Qatar,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1977599.0,,25.3336984,51.2295295,52.215933,19.134422
2012,2012.0,Import,Qatar,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",93206.0,,25.3336984,51.2295295,39.6621648,-8.1353519
2012,2012.0,Import,Qatar,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",53770.0,,25.3336984,51.2295295,45.9852129,24.6859225
2012,2012.0,Import,Qatar,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",484044.0,,25.3336984,51.2295295,64.6863136,97.7453061
2012,2012.0,Import,Qatar,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",146630.0,,25.3336984,51.2295295,25.6242618,42.3528328
2012,2012.0,Import,Qatar,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4649977.0,,25.3336984,51.2295295,22.3511148,78.6677428
2012,2012.0,Import,Qatar,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",468867.0,,25.3336984,51.2295295,1.357107,103.8194992
2012,2012.0,Import,Qatar,Slovakia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",17198.0,,25.3336984,51.2295295,48.7411522,19.4528646
2012,2012.0,Import,Qatar,Viet Nam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",404742.0,,25.3336984,51.2295295,15.9266657,107.9650855
2012,2012.0,Import,Qatar,Slovenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",384721.0,,25.3336984,51.2295295,45.8133113,14.4808369
2012,2012.0,Import,Qatar,Somalia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",909.0,,25.3336984,51.2295295,8.3676771,49.083416
2012,2012.0,Import,Qatar,South Africa,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",70295.0,,25.3336984,51.2295295,-28.8166236,24.991639
2012,2012.0,Import,Qatar,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",859065.0,,25.3336984,51.2295295,39.3260685,-4.8379791
2012,2012.0,Import,Qatar,Sudan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2105.0,,25.3336984,51.2295295,14.5844444,29.4917691
2012,2012.0,Import,Qatar,Suriname,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",431.0,,25.3336984,51.2295295,4.1413025,-56.0771187
2012,2012.0,Import,Qatar,Eswatini,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",10031.0,,25.3336984,51.2295295,-26.5624806,31.3991317
2012,2012.0,Import,Qatar,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",376781.0,,25.3336984,51.2295295,59.6749712,14.5208584
2012,2012.0,Import,Qatar,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",528891.0,,25.3336984,51.2295295,46.7985624,8.2319736
2012,2012.0,Import,Qatar,Syria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",18687.0,,25.3336984,51.2295295,34.6401861,39.0494106
2012,2012.0,Import,Qatar,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",482411.0,,25.3336984,51.2295295,14.8971921,100.83273
2012,2012.0,Import,Qatar,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1248244.0,,25.3336984,51.2295295,24.0002488,53.9994829
2012,2012.0,Import,Qatar,Tunisia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",12840.0,,25.3336984,51.2295295,33.8439408,9.400138
2012,2012.0,Import,Qatar,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",600506.0,,25.3336984,51.2295295,38.9597594,34.9249653
2012,2012.0,Import,Qatar,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",15303.0,,25.3336984,51.2295295,49.4871968,31.2718321
2012,2012.0,Import,Qatar,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",153070.0,,25.3336984,51.2295295,26.2540493,29.2675469
2012,2012.0,Import,Qatar,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5400195.0,,25.3336984,51.2295295,54.7023545,-3.2765753
2012,2012.0,Import,Qatar,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",10550240.0,,25.3336984,51.2295295,39.7837304,-100.445882
2012,2012.0,Import,Qatar,Yemen,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3032.0,,25.3336984,51.2295295,16.3471243,47.8915271
