yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Export,Malta,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3353532.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2020,2020.0,Export,Malta,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",114.0,,35.8885993,14.4476911,41.000028,19.9999619
2020,2020.0,Export,Malta,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",219881.0,,35.8885993,14.4476911,28.0000272,2.9999825
2020,2020.0,Export,Malta,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31927.0,,35.8885993,14.4476911,-24.7761086,134.755
2020,2020.0,Export,Malta,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5306.0,,35.8885993,14.4476911,4.6125522,13.1535811
2020,2020.0,Export,Malta,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14705.0,,35.8885993,14.4476911,61.0666922,-107.991707
2020,2020.0,Export,Malta,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",129355.0,,35.8885993,14.4476911,35.000074,104.999927
2020,2020.0,Export,Malta,Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5078.0,,35.8885993,14.4476911,-2.9814344,23.8222636
2020,2020.0,Export,Malta,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17846.0,,35.8885993,14.4476911,55.670249,10.3333283
2020,2020.0,Export,Malta,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",242619.0,,35.8885993,14.4476911,46.603354,1.8883335
2020,2020.0,Export,Malta,Gambia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1540.0,,35.8885993,14.4476911,13.470062,-15.4900464
2020,2020.0,Export,Malta,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1689.0,,35.8885993,14.4476911,51.1638175,10.4478313
2020,2020.0,Export,Malta,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",51906.0,,35.8885993,14.4476911,8.0300284,-1.0800271
2020,2020.0,Export,Malta,Guatemala,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",353.0,,35.8885993,14.4476911,15.5855545,-90.345759
2020,2020.0,Export,Malta,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",432437.0,,35.8885993,14.4476911,30.8124247,34.8594762
2020,2020.0,Export,Malta,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20654.0,,35.8885993,14.4476911,42.6384261,12.674297
2020,2020.0,Export,Malta,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",120688.0,,35.8885993,14.4476911,36.5748441,139.2394179
2020,2020.0,Export,Malta,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",764.0,,35.8885993,14.4476911,29.2733964,47.4979476
2020,2020.0,Export,Malta,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2238.0,,35.8885993,14.4476911,33.8750629,35.843409
2020,2020.0,Export,Malta,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",435935.0,,35.8885993,14.4476911,26.8234472,18.1236723
2020,2020.0,Export,Malta,Mali,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1426.0,,35.8885993,14.4476911,16.3700359,-2.2900239
2020,2020.0,Export,Malta,Mauritania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",189452.0,,35.8885993,14.4476911,20.2540382,-9.2399263
2020,2020.0,Export,Malta,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",246.0,,35.8885993,14.4476911,-41.5000831,172.8344077
2020,2020.0,Export,Malta,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13675.0,,35.8885993,14.4476911,9.6000359,7.9999721
2020,2020.0,Export,Malta,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34651.0,,35.8885993,14.4476911,60.5000209,9.0999715
2020,2020.0,Export,Malta,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",479.0,,35.8885993,14.4476911,12.7503486,122.7312101
2020,2020.0,Export,Malta,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",86.0,,35.8885993,14.4476911,52.215933,19.134422
2020,2020.0,Export,Malta,Guinea-Bissau,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2910.0,,35.8885993,14.4476911,12.100035,-14.9000214
2020,2020.0,Export,Malta,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",481.0,,35.8885993,14.4476911,25.3336984,51.2295295
2020,2020.0,Export,Malta,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",115421.0,,35.8885993,14.4476911,45.9852129,24.6859225
2020,2020.0,Export,Malta,Serbia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30437.0,,35.8885993,14.4476911,44.1534121,20.55144
2020,2020.0,Export,Malta,Somalia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6961.0,,35.8885993,14.4476911,8.3676771,49.083416
2020,2020.0,Export,Malta,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3964.0,,35.8885993,14.4476911,-28.8166236,24.991639
2020,2020.0,Export,Malta,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",125143.0,,35.8885993,14.4476911,39.3260685,-4.8379791
2020,2020.0,Export,Malta,Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",29981.0,,35.8885993,14.4476911,14.5844444,29.4917691
2020,2020.0,Export,Malta,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19033.0,,35.8885993,14.4476911,46.7985624,8.2319736
2020,2020.0,Export,Malta,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",658.0,,35.8885993,14.4476911,14.8971921,100.83273
2020,2020.0,Export,Malta,Trinidad and Tobago,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7.0,,35.8885993,14.4476911,10.7466905,-61.0840075
2020,2020.0,Export,Malta,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3423.0,,35.8885993,14.4476911,24.0002488,53.9994829
2020,2020.0,Export,Malta,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2180.0,,35.8885993,14.4476911,38.9597594,34.9249653
2020,2020.0,Export,Malta,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",907.0,,35.8885993,14.4476911,26.2540493,29.2675469
2020,2020.0,Export,Malta,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",940715.0,,35.8885993,14.4476911,54.7023545,-3.2765753
2020,2020.0,Export,Malta,United Rep. of Tanzania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",125.0,,35.8885993,14.4476911,,
2020,2020.0,Export,Malta,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43385.0,,35.8885993,14.4476911,39.7837304,-100.445882
2020,2020.0,Export,Malta,Burkina Faso,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",52727.0,,35.8885993,14.4476911,12.0753083,-1.6880314
