yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,51730595,31.1728205,-7.3362482,-16.85099460447687,133.4130365630627
2006,2006,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,20367829,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2006,2006,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,48953019,31.1728205,-7.3362482,51.67568633314729,27.673469819741847
2006,2006,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,87681144,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2006,2006,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Melanesia,Oceania,102,31.1728205,-7.3362482,1.0108650891006263,147.3257485906919
2006,2006,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Northern Africa,Africa,7507368,31.1728205,-7.3362482,19.569604022535763,12.47761721199581
2006,2006,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,105408186,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2006,2006,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,37129512,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2006,2006,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,29762141,31.1728205,-7.3362482,10.528384761701911,103.08333472012376
2006,2006,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,5786856,31.1728205,-7.3362482,25.499703063807168,75.5024015339642
2006,2006,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,94944214,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2006,2006,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,8420555,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2006,2006,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,12558091,31.1728205,-7.3362482,26.42921218083572,52.86847103284948
2006,2006,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,43803159,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2006,2006,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,World,World,628349865,31.1728205,-7.3362482,,
