yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Export,Jordan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",140901554.0,,31.1667049,36.941628,-36.8535712,174.7456809
2013,2013.0,Export,Jordan,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21127.0,,31.1667049,36.941628,47.1817585,19.5060937
2013,2013.0,Export,Jordan,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48592202.0,,31.1667049,36.941628,33.0955793,44.1749775
2013,2013.0,Export,Jordan,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",101993.0,,31.1667049,36.941628,30.8124247,34.8594762
2013,2013.0,Export,Jordan,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25352.0,,31.1667049,36.941628,42.6384261,12.674297
2013,2013.0,Export,Jordan,Côte d'Ivoire,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",375237.0,,31.1667049,36.941628,7.9897371,-5.5679458
2013,2013.0,Export,Jordan,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",49577.0,,31.1667049,36.941628,36.5748441,139.2394179
2013,2013.0,Export,Jordan,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33831.0,,31.1667049,36.941628,,
2013,2013.0,Export,Jordan,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",460720.0,,31.1667049,36.941628,29.2733964,47.4979476
2013,2013.0,Export,Jordan,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",586442.0,,31.1667049,36.941628,33.8750629,35.843409
2013,2013.0,Export,Jordan,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3688391.0,,31.1667049,36.941628,26.8234472,18.1236723
2013,2013.0,Export,Jordan,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14085.0,,31.1667049,36.941628,55.3500003,23.7499997
2013,2013.0,Export,Jordan,Malawi,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21127.0,,31.1667049,36.941628,-13.2687204,33.9301963
2013,2013.0,Export,Jordan,Mozambique,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35211.0,,31.1667049,36.941628,-19.302233,34.9144977
2013,2013.0,Export,Jordan,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",212783.0,,31.1667049,36.941628,21.0000287,57.0036901
2013,2013.0,Export,Jordan,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",56300.0,,31.1667049,36.941628,52.2434979,5.6343227
2013,2013.0,Export,Jordan,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63380.0,,31.1667049,36.941628,9.6000359,7.9999721
2013,2013.0,Export,Jordan,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15004.0,,31.1667049,36.941628,52.215933,19.134422
2013,2013.0,Export,Jordan,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",152087.0,,31.1667049,36.941628,25.3336984,51.2295295
2013,2013.0,Export,Jordan,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14085.0,,31.1667049,36.941628,45.9852129,24.6859225
2013,2013.0,Export,Jordan,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13182827.0,,31.1667049,36.941628,25.6242618,42.3528328
2013,2013.0,Export,Jordan,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19573.0,,31.1667049,36.941628,39.3260685,-4.8379791
2013,2013.0,Export,Jordan,Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",892599.0,,31.1667049,36.941628,14.5844444,29.4917691
2013,2013.0,Export,Jordan,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7106.0,,31.1667049,36.941628,59.6749712,14.5208584
2013,2013.0,Export,Jordan,Syria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",92532.0,,31.1667049,36.941628,34.6401861,39.0494106
2013,2013.0,Export,Jordan,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33420.0,,31.1667049,36.941628,14.8971921,100.83273
2013,2013.0,Export,Jordan,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2248636.0,,31.1667049,36.941628,24.0002488,53.9994829
2013,2013.0,Export,Jordan,Tunisia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",115870.0,,31.1667049,36.941628,33.8439408,9.400138
2013,2013.0,Export,Jordan,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",352401.0,,31.1667049,36.941628,38.9597594,34.9249653
2013,2013.0,Export,Jordan,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3478927.0,,31.1667049,36.941628,26.2540493,29.2675469
2013,2013.0,Export,Jordan,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43186.0,,31.1667049,36.941628,54.7023545,-3.2765753
2013,2013.0,Export,Jordan,Free Zones,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63421357.0,,31.1667049,36.941628,5.57675525,-0.1653113957934536
2013,2013.0,Export,Jordan,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",393824.0,,31.1667049,36.941628,39.7837304,-100.445882
2013,2013.0,Export,Jordan,Yemen,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",440978.0,,31.1667049,36.941628,16.3471243,47.8915271
