yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Export,Qatar,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",86597.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2016,2016.0,Export,Qatar,Pakistan,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",42518.0,,25.3336984,51.2295295,30.3308401,71.247499
2016,2016.0,Export,Qatar,United Arab Emirates,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",44078.0,,25.3336984,51.2295295,24.0002488,53.9994829
