yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Import,Jordan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1617674159.0,,31.1667049,36.941628,-36.8535712,174.7456809
2018,2018.0,Import,Jordan,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5387.0,,31.1667049,36.941628,-34.9964963,-64.9672817
2018,2018.0,Import,Jordan,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",356785.0,,31.1667049,36.941628,-24.7761086,134.755
2018,2018.0,Import,Jordan,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11522946.0,,31.1667049,36.941628,47.59397,14.12456
2018,2018.0,Import,Jordan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",601922.0,,31.1667049,36.941628,50.6402809,4.6667145
2018,2018.0,Import,Jordan,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",555963.0,,31.1667049,36.941628,-10.3333333,-53.2
2018,2018.0,Import,Jordan,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50136.0,,31.1667049,36.941628,42.6073975,25.4856617
2018,2018.0,Import,Jordan,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2923.0,,31.1667049,36.941628,12.5433216,104.8144914
2018,2018.0,Import,Jordan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6906162.0,,31.1667049,36.941628,61.0666922,-107.991707
2018,2018.0,Import,Jordan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30906019.0,,31.1667049,36.941628,35.000074,104.999927
2018,2018.0,Import,Jordan,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1408.0,,31.1667049,36.941628,45.5643442,17.0118954
2018,2018.0,Import,Jordan,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",558708.0,,31.1667049,36.941628,49.7439047,15.3381061
2018,2018.0,Import,Jordan,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17178.0,,31.1667049,36.941628,55.670249,10.3333283
2018,2018.0,Import,Jordan,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",113567.0,,31.1667049,36.941628,63.2467777,25.9209164
2018,2018.0,Import,Jordan,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16724844.0,,31.1667049,36.941628,46.603354,1.8883335
2018,2018.0,Import,Jordan,State of Palestine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",56170.0,,31.1667049,36.941628,31.46242095,34.262716572130714
2018,2018.0,Import,Jordan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",261632084.0,,31.1667049,36.941628,51.1638175,10.4478313
2018,2018.0,Import,Jordan,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",150519.0,,31.1667049,36.941628,38.9953683,21.9877132
2018,2018.0,Import,Jordan,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",943381.0,,31.1667049,36.941628,47.1817585,19.5060937
2018,2018.0,Import,Jordan,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2407089.0,,31.1667049,36.941628,-2.4833826,117.8902853
2018,2018.0,Import,Jordan,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11205.0,,31.1667049,36.941628,32.6475314,54.5643516
2018,2018.0,Import,Jordan,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",324259.0,,31.1667049,36.941628,52.865196,-7.9794599
2018,2018.0,Import,Jordan,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",112178.0,,31.1667049,36.941628,30.8124247,34.8594762
2018,2018.0,Import,Jordan,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8596679.0,,31.1667049,36.941628,42.6384261,12.674297
2018,2018.0,Import,Jordan,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",266420527.0,,31.1667049,36.941628,36.5748441,139.2394179
2018,2018.0,Import,Jordan,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21197.0,,31.1667049,36.941628,1.4419683,38.4313975
2018,2018.0,Import,Jordan,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",249374808.0,,31.1667049,36.941628,,
2018,2018.0,Import,Jordan,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",363300.0,,31.1667049,36.941628,4.5693754,102.2656823
2018,2018.0,Import,Jordan,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",267599833.0,,31.1667049,36.941628,23.6585116,-102.0077097
2018,2018.0,Import,Jordan,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7900508.0,,31.1667049,36.941628,,
2018,2018.0,Import,Jordan,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",654359.0,,31.1667049,36.941628,31.1728205,-7.3362482
2018,2018.0,Import,Jordan,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5369403.0,,31.1667049,36.941628,52.2434979,5.6343227
