yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,28565,25.3336984,51.2295295,-16.85099460447687,133.4130365630627
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1680436,25.3336984,51.2295295,37.977378106878206,73.97804075806764
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,637,25.3336984,51.2295295,51.67568633314729,27.673469819741847
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,24970,25.3336984,51.2295295,,
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,7121,25.3336984,51.2295295,17.925141963241547,-78.01492950057497
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,5578127,25.3336984,51.2295295,43.897683433510366,-100.08947125585888
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1244368,25.3336984,51.2295295,59.36075159783851,25.01346951967388
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,309075,25.3336984,51.2295295,10.528384761701911,103.08333472012376
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,160314,25.3336984,51.2295295,25.499703063807168,75.5024015339642
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,583615,25.3336984,51.2295295,40.12399607988535,20.742583178432696
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,24720,25.3336984,51.2295295,6.06272746187266,22.727528470146083
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,42710,25.3336984,51.2295295,26.42921218083572,52.86847103284948
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1532684,25.3336984,51.2295295,47.92172048214207,7.866753258497997
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,16575879,25.3336984,51.2295295,,
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,2305,25.3336984,51.2295295,,
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,47019,25.3336984,51.2295295,,
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,925,25.3336984,51.2295295,,
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,46109,25.3336984,51.2295295,,
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,787,25.3336984,51.2295295,,
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,1686251,25.3336984,51.2295295,,
2010,2010,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,2568196,25.3336984,51.2295295,,
