yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Northern Africa,Africa,120800,25.6242618,42.3528328,19.569604022535763,12.47761721199581
2004,2004,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,37067,25.6242618,42.3528328,43.897683433510366,-100.08947125585888
2004,2004,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,66133,25.6242618,42.3528328,47.92172048214207,7.866753258497997
2004,2004,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,World,World,1863469,25.6242618,42.3528328,,
