yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue_export,rtLat,rtLon,ptLat_export,ptLon_export,mid,TradeValue_import,ptLat_import,ptLon_import
2018.0,2018.0,Export,Yemen,World,3.0,"Fish and crustaceans, molluscs and other aquatic invertebrates",1280314.0,,,-36.8535712,174.7456809,32018Yemen,1057285.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Yemen,World,7.0,Vegetables and certain roots and tubers; edible,2837.0,,,-36.8535712,174.7456809,72018Yemen,10399204.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Yemen,World,10.0,Cereals,2884227.0,,,-36.8535712,174.7456809,102018Yemen,666543851.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Yemen,World,11.0,"Products of the milling industry; malt, starches, inulin, wheat gluten",10362506.0,,,-36.8535712,174.7456809,112018Yemen,44771489.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Yemen,World,23.0,"Food industries, residues and wastes thereof; prepared animal fodder",240239.0,,,-36.8535712,174.7456809,232018Yemen,87549493.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Yemen,World,39.0,Plastics and articles thereof,12514.0,,,-36.8535712,174.7456809,392018Yemen,110077293.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Yemen,World,41.0,Raw hides and skins (other than furskins) and leather,4604.0,,,-36.8535712,174.7456809,412018Yemen,153884.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Yemen,World,44.0,Wood and articles of wood; wood charcoal,29136.0,,,-36.8535712,174.7456809,442018Yemen,22694840.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Yemen,World,59.0,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",5594.0,,,-36.8535712,174.7456809,592018Yemen,968752.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Yemen,World,72.0,Iron and steel,277470.0,,,-36.8535712,174.7456809,722018Yemen,85676989.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Yemen,World,84.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",20566.0,,,-36.8535712,174.7456809,842018Yemen,27625740.0,-36.8535712,174.7456809
2018.0,2018.0,Export,Yemen,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5994.0,,,-36.8535712,174.7456809,872018Yemen,70306334.0,-36.8535712,174.7456809
