yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Israel,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,81000,30.8124247,34.8594762,-16.85099460447687,133.4130365630627
2003,2003,Export,Israel,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,2000,30.8124247,34.8594762,39.89317229901691,61.060280637304274
2003,2003,Export,Israel,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,3562000,30.8124247,34.8594762,37.977378106878206,73.97804075806764
2003,2003,Export,Israel,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,1755000,30.8124247,34.8594762,51.67568633314729,27.673469819741847
2003,2003,Export,Israel,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,44486000,30.8124247,34.8594762,17.925141963241547,-78.01492950057497
2003,2003,Export,Israel,25,Salt; sulfur; earths and stone; plastering materials,Northern Africa,Africa,364000,30.8124247,34.8594762,19.569604022535763,12.47761721199581
2003,2003,Export,Israel,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,3531000,30.8124247,34.8594762,43.897683433510366,-100.08947125585888
2003,2003,Export,Israel,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,3504000,30.8124247,34.8594762,59.36075159783851,25.01346951967388
2003,2003,Export,Israel,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,556000,30.8124247,34.8594762,10.528384761701911,103.08333472012376
2003,2003,Export,Israel,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,2994000,30.8124247,34.8594762,40.12399607988535,20.742583178432696
2003,2003,Export,Israel,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,1782000,30.8124247,34.8594762,6.06272746187266,22.727528470146083
2003,2003,Export,Israel,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,1118000,30.8124247,34.8594762,26.42921218083572,52.86847103284948
2003,2003,Export,Israel,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,32732000,30.8124247,34.8594762,47.92172048214207,7.866753258497997
2003,2003,Export,Israel,25,Salt; sulfur; earths and stone; plastering materials,World,World,100354000,30.8124247,34.8594762,,
