yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,2403,33.8750629,35.843409,-16.85099460447687,133.4130365630627
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,25,33.8750629,35.843409,37.977378106878206,73.97804075806764
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,8620,33.8750629,35.843409,51.67568633314729,27.673469819741847
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,3293,33.8750629,35.843409,,
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,25403,33.8750629,35.843409,59.36075159783851,25.01346951967388
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,35,33.8750629,35.843409,10.528384761701911,103.08333472012376
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,2826,33.8750629,35.843409,25.499703063807168,75.5024015339642
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,15693,33.8750629,35.843409,40.12399607988535,20.742583178432696
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,362513,33.8750629,35.843409,6.06272746187266,22.727528470146083
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,304,33.8750629,35.843409,,
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,40502,33.8750629,35.843409,26.42921218083572,52.86847103284948
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,11425,33.8750629,35.843409,47.92172048214207,7.866753258497997
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,608337,33.8750629,35.843409,,
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Armenia, Armenia,624,33.8750629,35.843409,,
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,5147,33.8750629,35.843409,,
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Cyprus, Cyprus,2203,33.8750629,35.843409,,
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Djibouti, Djibouti,980,33.8750629,35.843409,,
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,39862,33.8750629,35.843409,,
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,41347,33.8750629,35.843409,,
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,7809,33.8750629,35.843409,,
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Malta, Malta,42,33.8750629,35.843409,,
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,2317,33.8750629,35.843409,,
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,22161,33.8750629,35.843409,,
2007,2007,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,5969,33.8750629,35.843409,,
