yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,178733,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,2907288,30.3308401,71.247499,37.977378106878206,73.97804075806764
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,47911,30.3308401,71.247499,51.67568633314729,27.673469819741847
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,6274,30.3308401,71.247499,,
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,29835,30.3308401,71.247499,17.925141963241547,-78.01492950057497
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,936431,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1892608,30.3308401,71.247499,59.36075159783851,25.01346951967388
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,2888529,30.3308401,71.247499,10.528384761701911,103.08333472012376
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,131822,30.3308401,71.247499,25.499703063807168,75.5024015339642
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1621480,30.3308401,71.247499,40.12399607988535,20.742583178432696
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,36734,30.3308401,71.247499,6.06272746187266,22.727528470146083
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,24392,30.3308401,71.247499,26.42921218083572,52.86847103284948
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,5355129,30.3308401,71.247499,47.92172048214207,7.866753258497997
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,18041310,30.3308401,71.247499,,
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Afghanistan, Afghanistan,6054,30.3308401,71.247499,,
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,147838,30.3308401,71.247499,,
2005,2005,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,334067,30.3308401,71.247499,,
