yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2011,2011,Export,Georgia,21,Miscellaneous edible preparations,Australia and New Zealand,Oceania,819
2011,2011,Export,Georgia,21,Miscellaneous edible preparations,Central Asia,Asia,43273
2011,2011,Export,Georgia,21,Miscellaneous edible preparations,Eastern Europe,Europe,630705
2011,2011,Export,Georgia,21,Miscellaneous edible preparations,Northern America,Americas,184780
2011,2011,Export,Georgia,21,Miscellaneous edible preparations,Northern Europe,Europe,3030
2011,2011,Export,Georgia,21,Miscellaneous edible preparations,Southern Europe,Europe,16228
2011,2011,Export,Georgia,21,Miscellaneous edible preparations,Sub-Saharan Africa,Africa,60
2011,2011,Export,Georgia,21,Miscellaneous edible preparations,Western Asia,Asia,21000
2011,2011,Export,Georgia,21,Miscellaneous edible preparations,Western Europe,Europe,47471
2011,2011,Export,Georgia,21,Miscellaneous edible preparations,World,World,7523506
