yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue_export,Unnamed: 0_export,rtLat,rtLon,ptLat,ptLon,mid,TradeValue_import,Unnamed: 0_import
2011.0,2011.0,Export,Comoros,World,2.0,Meat and edible meat offal,203668.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,2.02011.0Comoros,14404901.0,
2011.0,2011.0,Export,Comoros,World,9.0,"Coffee, tea, matΦ and spices",20642494.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,9.02011.0Comoros,150354.0,
2011.0,2011.0,Export,Comoros,World,11.0,Products of the milling industry; malt; starches; inulin,3528.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,11.02011.0Comoros,6433485.0,
2011.0,2011.0,Export,Comoros,World,21.0,Miscellaneous edible preparations,629.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,21.02011.0Comoros,984871.0,
2011.0,2011.0,Export,Comoros,World,27.0,"Mineral fuels, mineral oils and products of their distillation",18735.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,27.02011.0Comoros,1281577.0,
2011.0,2011.0,Export,Comoros,World,30.0,Pharmaceutical products,19914.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,30.02011.0Comoros,1961227.0,
2011.0,2011.0,Export,Comoros,World,33.0,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",2385564.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,33.02011.0Comoros,518539.0,
2011.0,2011.0,Export,Comoros,World,34.0,"Soap, organic surface-active agents",5080.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,34.02011.0Comoros,2221191.0,
2011.0,2011.0,Export,Comoros,World,39.0,Plastics and articles thereof,1138.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,39.02011.0Comoros,2251184.0,
2011.0,2011.0,Export,Comoros,World,40.0,Rubber and articles thereof,28.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,40.02011.0Comoros,815522.0,
2011.0,2011.0,Export,Comoros,World,42.0,Articles of leather; saddlery and harness,208.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,42.02011.0Comoros,183498.0,
2011.0,2011.0,Export,Comoros,World,48.0,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",1370.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,48.02011.0Comoros,2420373.0,
2011.0,2011.0,Export,Comoros,World,49.0,"Printed books, newspapers, pictures and other products of the printing indu ...",1903.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,49.02011.0Comoros,458399.0,
2011.0,2011.0,Export,Comoros,World,61.0,"Articles of apparel and clothing accessories, knitted or crocheted",7492.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,61.02011.0Comoros,455558.0,
2011.0,2011.0,Export,Comoros,World,62.0,"Articles of apparel and clothing accessories, not knitted or crocheted",5363.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,62.02011.0Comoros,1108946.0,
2011.0,2011.0,Export,Comoros,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,791.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,63.02011.0Comoros,1475306.0,
2011.0,2011.0,Export,Comoros,World,64.0,"Footwear, gaiters and the like; parts of such articles",4186.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,64.02011.0Comoros,1600962.0,
2011.0,2011.0,Export,Comoros,World,69.0,Ceramic products,56.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,69.02011.0Comoros,3716500.0,
2011.0,2011.0,Export,Comoros,World,72.0,Iron and steel,184025.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,72.02011.0Comoros,9614001.0,
2011.0,2011.0,Export,Comoros,World,73.0,Articles of iron or steel,104986.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,73.02011.0Comoros,1395630.0,
2011.0,2011.0,Export,Comoros,World,74.0,Copper and articles thereof,179355.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,74.02011.0Comoros,21583.0,
2011.0,2011.0,Export,Comoros,World,76.0,Aluminum and articles thereof,846.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,76.02011.0Comoros,828795.0,
2011.0,2011.0,Export,Comoros,World,84.0,Machinery and mechanical appliances; parts thereof,7404.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,84.02011.0Comoros,4837783.0,
2011.0,2011.0,Export,Comoros,World,85.0,Electrical machinery and equipment and parts thereof; sound recorders and r ...,12871.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,85.02011.0Comoros,4606146.0,
2011.0,2011.0,Export,Comoros,World,86.0,"Railway or tramway locomotives, rolling-stock and parts thereof",8468.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,86.02011.0Comoros,2938.0,
2011.0,2011.0,Export,Comoros,World,87.0,Vehicles other than railway or tramway rolling stock,2219062.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,87.02011.0Comoros,50605464.0,
2011.0,2011.0,Export,Comoros,World,88.0,"Aircraft, spacecraft, and parts thereof",225928.0,,-12.2045176,44.2832964,-36.8535712,174.7456809,88.02011.0Comoros,939.0,
