yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,548,33.87,35.84,-16.85099460447687,133.4130365630627
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,303,33.87,35.84,,
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,519,33.87,35.84,43.897683433510366,-100.08947125585888
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,943,33.87,35.84,59.36075159783851,25.01346951967388
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,77460,33.87,35.84,6.06272746187266,22.727528470146083
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,166,33.87,35.84,26.42921218083572,52.86847103284948
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,147,33.87,35.84,47.92172048214207,7.866753258497997
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,243376,33.87,35.84,,
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Algeria, Algeria,431,33.87,35.84,,
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Armenia, Armenia,770,33.87,35.84,,
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,1200,33.87,35.84,,
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,800,33.87,35.84,,
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,1194,33.87,35.84,,
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,23235,33.87,35.84,,
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,1240,33.87,35.84,,
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Mauritania, Mauritania,1999,33.87,35.84,,
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,329,33.87,35.84,,
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,43295,33.87,35.84,,
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,1332,33.87,35.84,,
2003,2003,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Yemen, Yemen,213,33.87,35.84,,
